,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
0,1100015,Alta Floresta D'Oeste,11,RO,466.87745358090183,493.41221374045807,504.9984732824422,503.0000000000003,555.7760814249364
1,1100023,Ariquemes,11,RO,463.54284490145693,489.9603332011104,506.9998016660066,498.9710368466148,524.1491471638238
2,1100031,Cabixi,11,RO,454.45312499999994,474.1522388059703,486.2238805970148,497.44374999999985,492.8358208955224
3,1100049,Cacoal,11,RO,469.1656569343057,494.6640630352855,510.18513189448356,510.68463503649673,538.6570743405276
4,1100056,Cerejeiras,11,RO,468.3811643835617,488.4565359477127,507.60490196078433,505.1756849315069,552.2222222222222
5,1100064,Colorado do Oeste,11,RO,468.0423357664235,495.3724381625439,506.3374558303889,506.05000000000035,533.2862190812721
6,1100072,Corumbiara,11,RO,465.97413793103453,478.87500000000017,486.4687499999998,487.5413793103449,526.25
7,1100080,Costa Marques,11,RO,430.9549382716048,458.59779005524837,477.5889502762431,467.35925925925926,456.7955801104972
8,1100098,Espigão D'Oeste,11,RO,465.17767145135576,496.649850299401,503.51152694610727,507.85869218500756,533.1736526946107
9,1100106,Guajará-Mirim,11,RO,438.7718918918917,465.40712933753986,486.31343848580417,466.37547297297294,466.3470031545741
10,1100114,Jaru,11,RO,452.87484076433117,481.7564278704615,501.1434739941122,487.5970276008493,512.4043179587832
11,1100122,Ji-Paraná,11,RO,462.9698124621895,488.6777526821008,506.0216826651617,502.062129461584,532.0158102766799
12,1100130,Machadinho D'Oeste,11,RO,460.3831134564644,480.5436450839325,494.7100719424459,490.68707124010507,516.3069544364508
13,1100148,Nova Brasilândia D'Oeste,11,RO,455.240293040293,482.67602739725993,497.8958904109594,502.4571428571427,530.8904109589041
14,1100155,Ouro Preto do Oeste,11,RO,458.003211009174,485.89729729729737,501.2762446657182,494.24617737003103,518.9758179231864
15,1100189,Pimenta Bueno,11,RO,457.8337579617832,482.8216881594373,503.86447831184057,500.3026751592362,527.2684642438453
16,1100205,Porto Velho,11,RO,460.06117544370295,490.06127111303346,506.01150931139,494.0952400349147,532.4058033780858
17,1100254,Presidente Médici,11,RO,460.54069767441837,488.117001828154,501.5241316270568,493.06298449612393,527.6051188299817
18,1100262,Rio Crespo,11,RO,445.5914893617021,470.32000000000016,489.63199999999995,475.15957446808494,494.0
19,1100288,Rolim de Moura,11,RO,462.8783765347889,489.1703254626676,506.476834716018,494.16064120054523,513.694958519464
20,1100296,Santa Luzia D'Oeste,11,RO,456.02585034013606,491.82179487179496,501.533974358974,488.56802721088405,534.4871794871794
21,1100304,Vilhena,11,RO,469.7072049054672,497.345852968897,514.5012252591895,506.7741951967295,519.971724787936
22,1100320,São Miguel do Guaporé,11,RO,451.34480712166203,475.17940379403734,492.0490514905149,487.9875370919879,517.7235772357724
23,1100338,Nova Mamoré,11,RO,433.82765432098796,464.84183908046,482.0531034482762,468.51333333333366,467.67816091954023
24,1100346,Alvorada D'Oeste,11,RO,450.76311475409835,476.857835820896,499.7287313432834,486.72295081967223,516.044776119403
25,1100379,Alto Alegre dos Parecis,11,RO,448.5709876543208,487.02369942196555,493.6271676300578,481.7444444444442,509.2485549132948
26,1100403,Alto Paraíso,11,RO,446.8445945945946,478.1047904191615,496.5473053892217,490.529054054054,504.9101796407186
27,1100452,Buritis,11,RO,448.2081677704192,476.83822314049615,496.0545454545455,482.2690949227373,490.8677685950413
28,1100502,Novo Horizonte do Oeste,11,RO,460.26907894736837,479.558598726115,499.0382165605091,506.1177631578946,520.0
29,1100601,Cacaulândia,11,RO,456.356338028169,480.94050632911404,498.15696202531666,479.523943661972,525.0632911392405
30,1100700,Campo Novo de Rondônia,11,RO,445.86761904761926,466.8412844036696,487.46422018348625,485.0723809523809,548.9908256880734
31,1100809,Candeias do Jamari,11,RO,453.3584295612007,477.69297872340417,495.0772340425536,482.9808314087767,509.5744680851064
32,1100908,Castanheiras,11,RO,423.3056603773585,472.27037037037036,480.0259259259259,465.266037735849,505.18518518518516
33,1100924,Chupinguaia,11,RO,433.8349206349207,463.02058823529416,481.0970588235293,463.32698412698403,445.88235294117646
34,1100940,Cujubim,11,RO,430.2514970059879,461.38579545454536,483.5835227272724,481.4520958083835,492.3863636363636
35,1101005,Governador Jorge Teixeira,11,RO,433.9953125,463.5714285714289,483.26842105263165,475.3468749999999,485.7142857142857
36,1101104,Itapuã do Oeste,11,RO,444.3000000000001,470.2386740331493,485.4756906077346,473.55889570552125,453.4806629834254
37,1101203,Ministro Andreazza,11,RO,455.85740740740727,478.15892857142853,487.447619047619,492.51481481481477,544.5238095238095
38,1101302,Mirante da Serra,11,RO,451.37136363636387,481.1699152542377,499.2347457627117,487.9354545454548,522.542372881356
39,1101401,Monte Negro,11,RO,439.1738219895286,476.50300000000004,489.418,478.72303664921486,502.1
40,1101435,Nova União,11,RO,450.30909090909097,483.9269662921349,502.1247191011234,487.5397727272728,548.7640449438202
41,1101450,Parecis,11,RO,466.04693877551034,486.694,496.56200000000007,485.1816326530612,565.6
42,1101468,Pimenteiras do Oeste,11,RO,437.44090909090903,441.32799999999986,467.50800000000004,484.34090909090907,453.6
43,1101476,Primavera de Rondônia,11,RO,452.1098901098902,465.36868686868706,491.61818181818177,482.82637362637377,531.5151515151515
44,1101484,São Felipe D'Oeste,11,RO,460.5961038961041,483.3160493827162,500.541975308642,505.44285714285695,590.1234567901234
45,1101492,São Francisco do Guaporé,11,RO,445.87499999999983,470.7612676056335,492.51690140845034,484.1795454545454,524.8591549295775
46,1101500,Seringueiras,11,RO,445.4364640883979,468.61675126903555,482.48426395939083,489.40939226519356,497.25888324873097
47,1101559,Teixeirópolis,11,RO,457.58395061728396,459.9188888888888,490.96666666666664,471.3839506172841,505.77777777777777
48,1101609,Theobroma,11,RO,458.175,486.08125000000007,494.53375000000017,484.04210526315785,491.25
49,1101708,Urupá,11,RO,452.7462962962967,493.04082840236686,504.86449704142007,494.67962962962946,564.0236686390532
50,1101757,Vale do Anari,11,RO,448.01199999999983,469.49012345679,492.61481481481474,475.6880000000001,521.2345679012345
51,1101807,Vale do Paraíso,11,RO,452.5053097345135,472.26120689655176,494.506896551724,483.28849557522125,534.4827586206897
52,1200013,Acrelândia,12,AC,441.0530701754382,469.6626556016599,486.45892116182563,476.1631578947367,503.56846473029043
53,1200054,Assis Brasil,12,AC,434.5277777777778,462.22658227848115,494.3949367088609,484.1277777777776,490.88607594936707
54,1200104,Brasiléia,12,AC,445.66134185303554,485.8563380281686,507.35521126760574,486.2348242811502,520.9014084507043
55,1200138,Bujari,12,AC,430.7762114537445,466.73132530120455,481.8947791164659,465.95374449339175,486.82730923694777
56,1200179,Capixaba,12,AC,436.356050955414,467.4976608187134,487.453216374269,473.04458598726126,552.514619883041
57,1200203,Cruzeiro do Sul,12,AC,443.8751089166413,474.7589750542313,493.8593004338386,477.6627940749351,538.763557483731
58,1200252,Epitaciolândia,12,AC,454.8951754385963,486.64268292682937,507.30772357723566,479.5991228070177,520.9756097560976
59,1200302,Feijó,12,AC,434.8470720720722,472.53634496919926,488.8921971252565,477.08378378378353,512.8131416837782
60,1200328,Jordão,12,AC,426.4631578947368,463.94,470.85411764705907,462.907894736842,476.47058823529414
61,1200336,Mâncio Lima,12,AC,433.0966067864268,459.4324675324674,475.4801484230054,464.49001996007945,541.113172541744
62,1200344,Manoel Urbano,12,AC,437.65294117647056,467.373786407767,490.0640776699031,476.7303921568626,540.7766990291262
63,1200351,Marechal Thaumaturgo,12,AC,423.76013513513504,452.1698795180721,464.45783132530136,443.8317567567566,459.03614457831327
64,1200385,Plácido de Castro,12,AC,436.51329113924055,461.2704678362569,483.2043859649124,476.7772151898738,507.2514619883041
65,1200393,Porto Walter,12,AC,423.4045454545455,471.71029411764715,480.1426470588234,473.63030303030297,571.7647058823529
66,1200401,Rio Branco,12,AC,456.43532491870246,486.03972456005937,505.09534812547736,486.1704293666991,537.3802601377199
67,1200427,Rodrigues Alves,12,AC,433.3455026455027,460.9621212121213,479.93030303030326,473.3566137566135,543.939393939394
68,1200435,Santa Rosa do Purus,12,AC,442.2157894736843,505.06842105263166,505.56842105263155,481.1789473684211,544.2105263157895
69,1200450,Senador Guiomard,12,AC,443.70913705583735,470.1336939721794,493.303400309119,478.6771573604063,514.7758887171561
70,1200500,Sena Madureira,12,AC,440.9513654096228,465.7931899641576,486.0493428912782,470.06111833550096,500.86021505376345
71,1200609,Tarauacá,12,AC,432.63897763578285,463.46310395314794,482.02445095168383,463.1004792332265,507.0278184480234
72,1200708,Xapuri,12,AC,472.54049586776887,482.7869888475838,501.79330855018566,497.7723140495865,553.5315985130112
73,1200807,Porto Acre,12,AC,439.0167247386762,469.9697749196143,484.73086816720274,462.508013937282,489.3247588424437
74,1300029,Alvarães,13,AM,436.41078431372523,457.7607476635512,473.32336448598113,457.8421568627451,493.6448598130841
75,1300060,Amaturá,13,AM,408.3254237288136,432.72480620155034,444.49689922480616,433.6245762711864,390.07751937984494
76,1300086,Anamã,13,AM,418.25714285714275,465.73877551020405,486.37823129251694,451.3308270676692,464.6258503401361
77,1300102,Anori,13,AM,432.9824074074076,459.08034188034185,477.17948717948747,469.72962962962964,493.5042735042735
78,1300144,Apuí,13,AM,448.64149659863966,474.9350318471337,486.53949044585966,479.79523809523823,463.18471337579615
79,1300201,Atalaia do Norte,13,AM,415.3044776119402,439.3768292682928,452.00853658536573,451.48208955223873,438.2926829268293
80,1300300,Autazes,13,AM,428.6859574468083,452.4314741035855,474.09282868525924,458.7855319148934,480.7171314741036
81,1300409,Barcelos,13,AM,452.4138686131385,479.5899999999999,499.7406666666666,490.1313868613138,502.53333333333336
82,1300508,Barreirinha,13,AM,424.3180467091294,452.04667968750005,464.63496093749984,447.2341825902334,467.578125
83,1300607,Benjamin Constant,13,AM,412.539157566303,430.5549857549856,433.20199430199403,438.09375975039046,329.8860398860399
84,1300631,Beruri,13,AM,417.51333333333326,441.0685483870969,464.20241935483875,460.9333333333334,444.35483870967744
85,1300680,Boa Vista do Ramos,13,AM,418.8989743589742,448.99009009008995,465.60855855855846,442.0635897435897,445.5855855855856
86,1300706,Boca do Acre,13,AM,430.65779569892493,458.41133501259424,486.18740554156176,473.26478494623655,528.1108312342569
87,1300805,Borba,13,AM,422.2936507936509,448.38947368421094,466.23349282296687,456.658201058201,449.4736842105263
88,1300839,Caapiranga,13,AM,430.8972972972975,442.0615384615385,468.9782051282053,459.69594594594605,469.7435897435897
89,1300904,Canutama,13,AM,438.23962264150936,462.76071428571424,476.0214285714286,458.6339622641509,445.35714285714283
90,1301001,Carauari,13,AM,428.2243243243244,448.8229268292681,467.75560975609744,460.15567567567564,460.2926829268293
91,1301100,Careiro,13,AM,424.58652849740923,446.38365384615383,473.9639423076923,451.32746113989657,458.84615384615387
92,1301159,Careiro da Várzea,13,AM,436.4251968503936,467.49214285714294,485.0557142857141,461.90000000000015,502.42857142857144
93,1301209,Coari,13,AM,433.78181818181764,454.7537872991583,474.73687834736006,455.234352373291,499.6327467482785
94,1301308,Codajás,13,AM,430.8284974093265,452.37635467980306,475.18768472906413,467.4134715025907,487.0935960591133
95,1301407,Eirunepé,13,AM,442.1840277777779,469.9103559870554,486.9436893203884,478.5836805555556,519.6763754045307
96,1301506,Envira,13,AM,431.81677852348975,451.19240506329146,475.3905063291139,464.4691275167785,476.5822784810127
97,1301605,Fonte Boa,13,AM,437.6357615894039,460.9968152866241,477.70191082802535,457.1377483443706,495.4140127388535
98,1301654,Guajará,13,AM,426.8570588235295,457.2227027027029,474.16702702702713,458.11705882352965,529.5135135135135
99,1301704,Humaitá,13,AM,436.10897583429266,465.3064655172413,485.20668103448304,466.608400460299,491.76724137931035
100,1301803,Ipixuna,13,AM,426.5810344827586,446.1582677165353,469.60236220472433,458.94568965517266,522.6771653543307
101,1301852,Iranduba,13,AM,438.18555399719463,468.7881074168805,486.4533248081847,461.84375876577815,495.54987212276217
102,1301902,Itacoatiara,13,AM,437.6344355219654,467.08756086764,485.40783532536597,466.7718469532353,499.52191235059763
103,1301951,Itamarati,13,AM,420.1129032258065,433.16666666666674,459.71159420289865,456.33225806451605,442.3188405797101
104,1302009,Itapiranga,13,AM,430.7940677966103,466.31363636363653,483.82121212121206,473.157627118644,495.3030303030303
105,1302108,Japurá,13,AM,420.3641509433962,445.85370370370373,459.5037037037036,451.18867924528297,448.14814814814815
106,1302207,Juruá,13,AM,423.6730769230771,460.50000000000006,469.0132075471697,455.57500000000005,524.9056603773585
107,1302306,Jutaí,13,AM,419.7873786407765,454.68305084745765,473.74322033898306,440.9514563106797,455.4237288135593
108,1302405,Lábrea,13,AM,433.800573065903,459.98240000000004,481.13173333333356,467.5154727793699,492.16
109,1302504,Manacapuru,13,AM,438.94366872005565,470.23354350567496,488.0997477931898,470.37248459958937,488.3354350567465
110,1302553,Manaquiri,13,AM,419.93461538461537,445.2277310924369,466.82941176470604,447.41730769230765,439.15966386554624
111,1302603,Manaus,13,AM,457.75197334320734,489.4028858603048,507.66330153322355,488.8104961125549,519.4402044293015
112,1302702,Manicoré,13,AM,427.22015503875986,456.9722627737229,479.1109489051098,470.29263565891443,510.5839416058394
113,1302801,Maraã,13,AM,420.4015873015872,441.82388059701503,475.70895522388054,457.1555555555557,469.25373134328356
114,1302900,Maués,13,AM,441.7995661605199,472.485,491.42400000000004,472.6125813449022,496.96
115,1303007,Nhamundá,13,AM,422.8586715867161,454.59732441471596,465.183946488294,450.98376383763866,469.29765886287623
116,1303106,Nova Olinda do Norte,13,AM,428.0612244897961,459.80143540669866,472.139234449761,462.03673469387775,474.25837320574163
117,1303205,Novo Airão,13,AM,433.16576576576585,474.40975609756117,482.4146341463416,480.38648648648655,490.0813008130081
118,1303304,Novo Aripuanã,13,AM,419.3215517241378,449.3153846153845,461.9955465587041,452.8137931034484,437.57085020242914
119,1303403,Parintins,13,AM,437.3028057334552,466.58070273285,481.4545175683211,460.99405306495987,491.27718906860014
120,1303502,Pauini,13,AM,421.36019417475734,441.2389380530973,476.0734513274334,451.66407766990307,463.1858407079646
121,1303536,Presidente Figueiredo,13,AM,446.3461928934008,466.1126637554584,487.8111353711789,471.0494923857862,503.5807860262009
122,1303569,Rio Preto da Eva,13,AM,440.92314814814824,471.1970588235289,492.0629411764706,463.08117283950594,493.7647058823529
123,1303601,Santa Isabel do Rio Negro,13,AM,416.22016806722695,459.2472440944881,478.6629921259841,445.6857142857141,483.3070866141732
124,1303700,Santo Antônio do Içá,13,AM,411.74967320261425,437.3944099378884,451.1211180124225,444.6738562091502,438.3850931677019
125,1303809,São Gabriel da Cachoeira,13,AM,438.5291666666664,468.9971291866031,479.11267942583726,467.39348958333284,504.44976076555025
126,1303908,São Paulo de Olivença,13,AM,418.68275862069,442.6679856115109,456.7061151079138,452.14367816091965,424.46043165467626
127,1303957,São Sebastião do Uatumã,13,AM,416.4457142857143,437.1545454545457,447.56909090909096,446.48095238095243,467.09090909090907
128,1304005,Silves,13,AM,421.509259259259,445.72941176470584,473.4201680672268,457.9768518518519,421.34453781512605
129,1304062,Tabatinga,13,AM,430.2224111282839,450.58852005532424,464.51272475795236,455.52349304482203,414.0802213001383
130,1304104,Tapauá,13,AM,436.02770270270275,454.81202531645545,487.21139240506335,471.2587837837835,498.4810126582278
131,1304203,Tefé,13,AM,449.8863708399366,476.4705449189986,493.56156111929243,477.04722662440605,529.0427098674521
132,1304237,Tonantins,13,AM,415.0591836734693,437.3196202531647,448.39999999999986,441.1714285714289,395.56962025316454
133,1304260,Uarini,13,AM,409.47352941176473,442.59459459459447,459.4283783783785,430.78088235294126,366.2162162162162
134,1304302,Urucará,13,AM,422.8117647058823,450.74044444444456,464.3995555555554,452.90049019607835,461.77777777777777
135,1304401,Urucurituba,13,AM,419.99448275862073,453.56107382550357,469.6550335570469,454.5579310344829,476.241610738255
136,1400027,Amajari,14,RR,446.84848484848476,447.04749999999996,471.0675,449.5969696969697,455.0
137,1400050,Alto Alegre,14,RR,446.9038095238094,460.28545454545457,469.78181818181804,463.41999999999985,437.09090909090907
138,1400100,Boa Vista,14,RR,469.9449459631286,498.02763019309555,510.72854300760616,502.1381563890649,522.2656524283207
139,1400159,Bonfim,14,RR,438.13999999999993,460.0897435897436,467.7820512820512,444.95428571428573,449.2307692307692
140,1400175,Cantá,14,RR,448.43918918918916,494.05641025641006,502.475641025641,469.1905405405405,460.2564102564103
141,1400209,Caracaraí,14,RR,446.46126760563385,466.1146496815286,489.912101910828,466.5161971830984,476.81528662420385
142,1400233,Caroebe,14,RR,431.70425531914884,460.78148148148153,473.45555555555586,468.5510638297871,460.0
143,1400282,Iracema,14,RR,459.1592592592594,480.56666666666666,484.23333333333346,474.6592592592592,538.5185185185185
144,1400308,Mucajaí,14,RR,437.2179687499999,471.4964788732394,485.3126760563381,460.2234375000003,478.3098591549296
145,1400407,Normandia,14,RR,440.36428571428576,485.08235294117645,486.97058823529414,463.75,496.47058823529414
146,1400456,Pacaraima,14,RR,463.55909090909086,476.85869565217394,497.2086956521739,486.84090909090907,463.4782608695652
147,1400472,Rorainópolis,14,RR,451.3115789473681,482.90377358490554,493.833962264151,477.36894736842095,481.9811320754717
148,1400506,São João da Baliza,14,RR,436.1913043478261,454.30958904109576,481.34657534246577,460.27971014492755,482.73972602739724
149,1400605,São Luiz,14,RR,451.43275862068964,459.10483870967744,468.5596774193548,473.48793103448264,477.741935483871
150,1400704,Uiramutã,14,RR,434.70000000000005,516.9,528.25,514.1999999999999,545.0
151,1500107,Abaetetuba,15,PA,450.12050731707376,475.0945704722944,489.2156005950175,474.70070243902495,563.3915953886203
152,1500131,Abel Figueiredo,15,PA,429.41228070175447,456.07479674796747,475.6016260162604,458.7614035087719,468.780487804878
153,1500206,Acará,15,PA,434.18892128279896,467.1760111576018,474.66387726638794,458.61938775510225,523.4309623430962
154,1500305,Afuá,15,PA,431.31855670103084,459.1949999999999,476.61300000000006,469.86907216494814,515.0
155,1500347,Água Azul do Norte,15,PA,433.98226950354604,457.86418918918906,478.93648648648633,468.00851063829793,475.27027027027026
156,1500404,Alenquer,15,PA,431.50908273381333,462.020085470086,476.80538461538504,460.33498201438925,494.85470085470087
157,1500503,Almeirim,15,PA,439.5855445544554,472.1046641791046,484.6382462686569,472.51881188118773,502.64925373134326
158,1500602,Altamira,15,PA,451.68181599229234,478.1635751178991,495.202133393218,484.39537572254346,527.3433640242533
159,1500701,Anajás,15,PA,420.0480000000002,453.2138248847925,470.7290322580645,458.3039999999998,488.47926267281105
160,1500800,Ananindeua,15,PA,470.79737954794575,499.65647888018424,511.33780373601695,494.7664195855301,569.110355364976
161,1500859,Anapu,15,PA,430.5955465587045,442.24785992217926,467.4431906614784,451.78380566801616,456.49805447470817
162,1500909,Augusto Corrêa,15,PA,437.2758878504673,472.5716071428569,476.0173214285712,462.65196261682235,543.9642857142857
163,1500958,Aurora do Pará,15,PA,436.5792114695339,457.64536082474234,467.93539518900366,463.8161290322583,490.58419243986253
164,1501006,Aveiro,15,PA,435.95535714285734,454.24406779661024,467.69661016949163,452.34464285714284,470.8474576271187
165,1501105,Bagre,15,PA,421.32532188841213,445.9473029045645,461.1709543568465,449.96480686695276,508.13278008298755
166,1501204,Baião,15,PA,429.80554870530216,451.79044289044316,461.73636363636376,460.9101109741066,511.46853146853147
167,1501253,Bannach,15,PA,429.44545454545454,455.1695652173914,473.49130434782603,458.78181818181815,496.5217391304348
168,1501303,Barcarena,15,PA,458.3821982895155,483.5185096153839,499.7020733173084,479.5136522014578,541.3461538461538
169,1501402,Belém,15,PA,474.20914247177006,504.8278527022107,514.4472583138763,502.97120821732886,587.4500838788198
170,1501451,Belterra,15,PA,440.5471264367819,471.48319327731053,485.1521008403363,456.84396551724126,533.1652661064426
171,1501501,Benevides,15,PA,462.03408958696883,489.1953038674042,499.9285082872927,482.45619546247735,561.9005524861878
172,1501576,Bom Jesus do Tocantins,15,PA,435.3249999999998,470.0782857142855,483.1925714285714,465.7451219512195,510.74285714285713
173,1501600,Bonito,15,PA,436.6352331606215,462.8111111111113,475.3181818181818,465.03108808290153,536.969696969697
174,1501709,Bragança,15,PA,448.8762488218656,477.6084796191604,488.9380243975005,476.497455230913,556.0309431716751
175,1501725,Brasil Novo,15,PA,446.1830721003134,477.3146706586825,489.93982035928144,473.5952978056426,531.0179640718563
176,1501758,Brejo Grande do Araguaia,15,PA,438.44266666666675,457.15128205128207,477.73205128205126,469.44666666666666,519.7435897435897
177,1501782,Breu Branco,15,PA,433.76975,456.7155606407322,476.5173913043484,457.3442499999993,471.57894736842104
178,1501808,Breves,15,PA,438.810911424903,469.33988526569993,482.7631642512077,464.69560333761234,533.3695652173913
179,1501907,Bujaru,15,PA,432.4457971014494,461.8175582990401,471.7390946502052,461.928985507246,499.2318244170096
180,1501956,Cachoeira do Piriá,15,PA,441.64505494505494,474.64040404040406,486.0868686868687,463.08021978021975,510.1010101010101
181,1502004,Cachoeira do Arari,15,PA,421.8058020477814,450.80941558441555,462.05811688311695,445.23959044368604,505.97402597402595
182,1502103,Cametá,15,PA,444.15317694865007,470.4666371210792,479.67840808367293,474.7365349094926,568.3354015245524
183,1502152,Canaã dos Carajás,15,PA,465.74647749510757,489.302626811594,506.66467391304354,499.19951076321007,549.5471014492754
184,1502202,Capanema,15,PA,456.16533466533485,483.3514258555128,498.2199144486688,476.4764235764235,556.768060836502
185,1502301,Capitão Poço,15,PA,447.27548387096726,472.6126160990707,484.30069659442654,474.8022580645158,527.2600619195047
186,1502400,Castanhal,15,PA,472.1869792675832,502.08617452135536,512.0214837997057,501.31453206743004,609.5876288659794
187,1502509,Chaves,15,PA,430.1636363636364,449.364383561644,459.03561643835604,463.7151515151515,526.3013698630137
188,1502608,Colares,15,PA,433.35381355932185,461.31219512195116,472.0715447154472,455.57457627118634,510.0
189,1502707,Conceição do Araguaia,15,PA,440.850193050193,465.5878099173551,479.4504648760329,471.75267512410375,499.4318181818182
190,1502756,Concórdia do Pará,15,PA,434.6592409240921,464.68755760368686,476.2889400921659,460.6166666666666,492.19662058371733
191,1502764,Cumaru do Norte,15,PA,419.2689655172413,456.1016949152542,453.1101694915254,457.88103448275854,425.08474576271186
192,1502772,Curionópolis,15,PA,442.1776632302405,462.63704918032795,480.53737704918,466.0982817869417,500.39344262295083
193,1502806,Curralinho,15,PA,423.02892720306517,447.02700348432035,463.3594076655047,450.4860153256707,502.1254355400697
194,1502855,Curuá,15,PA,428.56923076923096,457.2368852459016,471.9327868852457,440.2367521367521,496.2295081967213
195,1502905,Curuçá,15,PA,440.5333333333333,468.0868504771996,481.1787910922588,462.49519015659973,518.0699893955461
196,1502939,Dom Eliseu,15,PA,448.24008746355696,475.59637883008344,493.0766016713101,480.99795918367363,527.6880222841226
197,1502954,Eldorado do Carajás,15,PA,437.74722222222204,460.67865497076,482.1538011695904,470.93858024691394,464.5029239766082
198,1503002,Faro,15,PA,436.50396039603953,470.60090090090085,476.6999999999998,472.83861386138597,499.0990990990991
199,1503044,Floresta do Araguaia,15,PA,434.39068965517265,450.1344155844156,469.0652597402602,457.37551724137927,474.09090909090907
200,1503077,Garrafão do Norte,15,PA,441.52529644268765,467.73295880149817,482.70823970037463,473.63913043478243,518.9513108614232
201,1503093,Goianésia do Pará,15,PA,434.40293398533004,471.39337899543375,487.0920091324199,463.9821515892418,493.6986301369863
202,1503101,Gurupá,15,PA,430.1701030927835,456.04190476190473,466.1304761904764,457.37422680412374,531.8095238095239
203,1503200,Igarapé-Açu,15,PA,445.37054176072246,472.81953896816657,485.1343578485184,473.46975169300214,565.7958287596048
204,1503309,Igarapé-Miri,15,PA,432.8613636363637,457.68176426983024,474.1277242401781,461.8938871473347,534.1438102297999
205,1503408,Inhangapi,15,PA,453.77431192660544,485.9237704918031,488.4836065573772,458.351376146789,557.7049180327868
206,1503457,Ipixuna do Pará,15,PA,438.15319148936175,465.9914040114612,478.5343839541552,477.836170212766,553.1805157593124
207,1503507,Irituia,15,PA,431.82026022304825,464.13192239858927,478.31128747795475,462.70650557620735,514.4973544973545
208,1503606,Itaituba,15,PA,450.30836627141036,477.25625385089336,492.987307455329,483.93339920948625,539.7165742452249
209,1503705,Itupiranga,15,PA,436.37926657263716,456.048464619493,474.6044058744992,465.1317348378001,494.01869158878503
210,1503754,Jacareacanga,15,PA,423.0870370370371,441.6517857142857,465.26249999999993,437.6981481481482,430.7142857142857
211,1503804,Jacundá,15,PA,440.1966958211862,466.5887184115524,485.86371841155216,473.99144800777447,506.5523465703971
212,1503903,Juruti,15,PA,437.364556962025,468.5242280285035,477.9432304038001,469.4022784810128,511.4014251781473
213,1504000,Limoeiro do Ajuru,15,PA,434.0826193390451,456.9764842840514,468.3842840512224,457.112484700123,507.24097788125727
214,1504059,Mãe do Rio,15,PA,442.0845654993516,468.60635696821487,484.7926650366747,464.8443579766543,518.7286063569683
215,1504109,Magalhães Barata,15,PA,437.78981481481475,475.3578947368421,476.5412280701757,471.84629629629626,535.7894736842105
216,1504208,Marabá,15,PA,455.0904756420593,482.543679275786,497.9566979200368,486.74964873891633,541.3643711606854
217,1504307,Maracanã,15,PA,437.82579957356074,467.0033333333335,475.77229166666694,458.1298507462686,522.0
218,1504406,Marapanim,15,PA,436.3253731343288,462.97262773722593,478.95401459854,455.6929104477614,543.2116788321168
219,1504422,Marituba,15,PA,458.66604073838323,489.1247373161214,502.1850195136599,479.1488542329717,549.09636745722
220,1504455,Medicilândia,15,PA,435.5959654178675,461.6700808625336,484.61832884097043,466.3489913544665,496.22641509433964
221,1504505,Melgaço,15,PA,418.65454545454537,446.43102493074826,457.6675900277005,447.35545454545445,485.6509695290859
222,1504604,Mocajuba,15,PA,430.36416482707955,458.8142657342665,470.94328671328634,454.66968359087605,497.3006993006993
223,1504703,Moju,15,PA,437.21487364620936,458.62740841248365,476.9774084124829,459.0393501805053,522.6594301221166
224,1504752,Mojuí dos Campos,15,PA,436.7628571428574,470.7058823529409,486.2449197860965,464.52571428571446,528.4491978609626
225,1504802,Monte Alegre,15,PA,433.90493745885414,463.4593886462887,472.87286338116024,458.26728110599095,521.2351840299439
226,1504901,Muaná,15,PA,433.8420168067224,469.95082644628064,481.53264462809926,465.18151260504237,531.7355371900826
227,1504950,Nova Esperança do Piriá,15,PA,434.2849514563107,464.9567567567571,481.64144144144154,464.49563106796114,503.06306306306305
228,1504976,Nova Ipixuna,15,PA,447.8342857142859,478.5170506912441,495.94239631336364,494.3128571428572,535.9447004608295
229,1505007,Nova Timboteua,15,PA,443.7388392857145,480.48974358974334,485.0944444444443,478.5866071428574,580.4273504273505
230,1505031,Novo Progresso,15,PA,447.85592105263123,469.86314199395764,490.58096676737176,491.5309210526316,502.59818731117826
231,1505064,Novo Repartimento,15,PA,442.5153719008266,465.2908948194663,484.3081632653059,476.52396694214923,499.15227629513345
232,1505106,Óbidos,15,PA,438.8141519250779,469.1851524090462,479.59823008849526,465.42840790842837,510.67846607669617
233,1505205,Oeiras do Pará,15,PA,428.2067669172934,456.534500875657,467.88879159369577,455.5396616541351,501.8213660245184
234,1505304,Oriximiná,15,PA,445.09186369958314,475.75220207253784,486.6324481865286,468.57273991655137,524.1839378238342
235,1505403,Ourém,15,PA,439.4342931937168,465.81277641277626,479.569041769042,467.0167539267015,519.5577395577395
236,1505437,Ourilândia do Norte,15,PA,462.202887139108,483.1770171149146,502.4696821515893,501.57139107611596,531.0513447432763
237,1505486,Pacajá,15,PA,440.20097087378633,462.9573619631903,481.91196319018445,459.6058252427186,519.2024539877301
238,1505494,Palestina do Pará,15,PA,427.06400000000014,450.90384615384625,472.10192307692313,454.958,482.6923076923077
